cluster,latitude,longitude,Cluster_Label
-1,41.971260142,-87.887881809,
-1,41.828312664,-87.724166503,
-1,41.722842966,-87.544480387,
-1,41.978662461,-87.651199753,
-1,42.015644033,-87.812690118,
-1,41.986814193,-87.92396353,
-1,41.979613595,-87.728346268,
-1,41.966560083,-87.838483761,
-1,41.816322654,-87.726708652,
-1,41.785502985,-87.585014189,
-1,41.962447574,-87.917644638,
-1,41.667354312,-87.594688458,
-1,41.99623043,-87.821581784,
-1,41.972469633,-87.817572435,
-1,41.81619752,-87.734765733,
-1,41.780054439,-87.578547737,
-1,41.978038082,-87.831293224,
-1,41.960103255,-87.792321387,
-1,41.669415409,-87.559257257,
-1,41.841854646,-87.615669513,
-1,41.996900041,-87.819744372,
-1,42.017768219,-87.819429293,
-1,41.694863314,-87.719656797,
-1,42.00535672,-87.807416948,
-1,41.995470877,-87.812560274,
-1,41.986318814,-87.836042934,
-1,41.914974853,-87.768464661,
-1,41.79512183,-87.795317357,
-1,41.984914582,-87.743483014,
-1,41.644607723,-87.613055128,
-1,41.84428835,-87.67563646,
-1,41.830734954,-87.729713493,
-1,41.987249624,-87.800088121,
-1,41.726756375,-87.540098793,
-1,41.985975499,-87.811857893,
-1,41.982438485,-87.826002828,
-1,41.735140021,-87.705109198,
-1,41.859799527,-87.635743417,
-1,41.674542271,-87.540004508,
-1,41.713399053,-87.531685303,
-1,41.761777968,-87.732618053,
-1,41.907742643,-87.749579573,
-1,41.714955911,-87.660104715,
-1,41.995033466,-87.751210496,
-1,41.811417336,-87.732730386,
-1,41.705515085,-87.717281326,
-1,41.702766455,-87.550229772,
-1,41.92248966,-87.630019531,
-1,41.906277261,-87.656588564,
-1,41.832613442,-87.724261493,
-1,41.78511432,-87.743513944,
-1,41.99689043,-87.820049791,
-1,41.669415409,-87.559257257,
-1,41.712939792,-87.721118391,
-1,41.716046213,-87.584820534,
-1,41.717473194,-87.589459406,
-1,41.687442712,-87.604120378,
-1,41.974322865,-87.896498947,
-1,41.938056492,-87.836087281,
-1,41.993548553,-87.808040212,
-1,41.898763448,-87.742061578,
-1,41.822942997,-87.655731459,
-1,42.003556046,-87.90870897,
-1,41.660155201,-87.59329959,
-1,41.998681317,-87.893852805,
-1,41.982892951,-87.72213619,
-1,41.867284498,-87.636425691,
-1,41.992386172,-87.794086002,
-1,41.710650323,-87.593207821,
-1,41.995934743,-87.819891926,
-1,41.780054439,-87.578547737,
-1,41.99282267,-87.821086725,
-1,41.818691015,-87.649525028,
-1,41.784364884,-87.793709645,
-1,41.731031133,-87.675089487,
-1,41.993877234,-87.756463081,
-1,41.837576666,-87.684945388,
-1,41.978674703,-87.822575609,
-1,41.99572241,-87.884462932,
-1,41.734160548,-87.682472998,
-1,41.970141174,-87.646046909,
-1,41.805730621,-87.680322337,
-1,41.996305766,-87.755355912,
-1,41.834353386,-87.607618106,
-1,41.815729704,-87.680616961,
-1,41.827932061,-87.662272235,
-1,41.722258015,-87.590961031,
-1,41.953783081,-87.915105451,
-1,41.983614363,-87.799081248,
-1,41.787794069,-87.797560392,
-1,41.694354039,-87.710690941,
-1,41.678442193,-87.540037144,
-1,41.709971101,-87.68764664,
-1,41.787683866,-87.796292589,
-1,42.017746081,-87.817552666,
-1,41.980218491,-87.735905865,
-1,42.003682609,-87.769796221,
-1,41.846541097,-87.688653507,
-1,41.734160089,-87.599074774,
-1,41.810537269,-87.737107338,
-1,41.891894474,-87.738316268,
-1,41.769406166,-87.71129273,
-1,41.687118766,-87.720166072,
-1,41.678590555,-87.536887208,
-1,41.953783081,-87.915105451,
-1,41.892205026,-87.605468783,
-1,41.863391007,-87.673700607,
-1,41.965627196,-87.839792642,
-1,41.811512827,-87.655221014,
-1,41.793258901,-87.614323305,
-1,41.829929212,-87.724198877,
-1,41.994173569,-87.817577495,
