Date,coordinates
1/4/12,"(41.910676878, -87.697013153)"
2/5/12,"(41.881847601, -87.641772074)"
3/12/12,"(41.884808053, -87.756450067)"
1/11/12,"(41.900911535, -87.736102054)"
2/8/12,"(41.783268611, -87.613272633)"
2/10/12,"(41.879632285, -87.736557282)"
3/2/12,"(41.941759657, -87.730376649)"
2/6/12,"(41.890309516, -87.628018466)"
3/10/12,"(41.701437603, -87.607400808)"
2/2/12,"(41.928233112, -87.659267035)"
1/4/12,"(41.74064602, -87.545387414)"
3/10/12,"(41.707988118, -87.631670255)"
1/3/12,"(41.903283272, -87.694427014)"
1/2/12,"(41.710038846, -87.611405921)"
1/1/12,"(41.899186129, -87.707382781)"
3/1/12,"(41.859561088, -87.670072724)"
3/5/12,"(41.736264617, -87.627929503)"
1/7/12,"(41.652336129, -87.611355365)"
3/1/12,"(41.925084098, -87.673197782)"
2/3/12,"(41.769185486, -87.625732415)"
2/6/12,"(41.773034707, -87.674953485)"
4/5/12,"(41.916097084, -87.702048019)"
1/1/12,"(41.884410572, -87.653697888)"
3/2/12,"(41.97887761, -87.657883624)"
2/10/12,"(41.945551372, -87.720893991)"
3/12/12,"(41.744071584, -87.550303353)"
2/4/12,"(41.678521867, -87.622677852)"
4/4/12,"(41.918172412, -87.730257031)"
4/7/12,"(41.929019375, -87.652993063)"
2/1/12,"(41.768788957, -87.625513163)"
4/6/12,"(41.968277804, -87.724809477)"
1/6/12,"(41.895490776, -87.713156054)"
3/6/12,"(41.905526506, -87.63931246)"
1/8/12,"(41.743886805, -87.570979625)"
2/4/12,"(41.895637834, -87.773843386)"
2/12/12,"(41.760885977, -87.630078996)"
4/4/12,"(41.786729201, -87.665998506)"
2/9/12,"(41.764127834, -87.65532799)"
2/4/12,"(41.759249276, -87.638468158)"
3/9/12,"(41.836079217, -87.657493749)"
1/10/12,"(41.779307977, -87.674442028)"
3/2/12,"(41.837406187, -87.695669827)"
3/3/12,"(41.834690813, -87.613705645)"
3/10/12,"(41.951615752, -87.66006109)"
3/4/12,"(41.998802987, -87.666767206)"
2/3/12,"(41.935848788, -87.767618947)"
1/5/12,"(41.795807807, -87.76177065)"
4/1/12,"(41.750772111, -87.624538423)"
3/7/12,"(41.90227194, -87.753629703)"
2/8/12,"(41.961708065, -87.700925146)"
2/1/12,"(41.904380494, -87.732466036)"
2/8/12,"(41.960778173, -87.742731337)"
2/4/12,"(41.844211983, -87.680529403)"
2/1/12,"(41.836414282, -87.649655647)"
3/10/12,"(41.778515596, -87.670274236)"
3/7/12,"(41.740649356, -87.703377328)"
3/4/12,"(42.011798696, -87.682899299)"
2/9/12,"(41.791699487, -87.669379304)"
3/5/12,"(41.86293682, -87.650918709)"
4/1/12,"(42.001275457, -87.69525037)"
3/3/12,"(41.866244992, -87.719735069)"
1/1/12,"(41.877565688, -87.684893829)"
2/3/12,"(41.939632086, -87.644386176)"
3/6/12,"(41.921449028, -87.707187285)"
3/6/12,"(41.810052623, -87.665011864)"
3/2/12,"(41.810239678, -87.685690657)"
3/3/12,"(41.889396593, -87.750503196)"
1/10/12,"(41.788279496, -87.690502628)"
4/5/12,"(41.962282104, -87.662338732)"
3/12/12,"(41.860066636, -87.710367144)"
4/8/12,"(41.887216076, -87.755620452)"
2/7/12,"(41.656787031, -87.597440303)"
2/5/12,"(41.948547685, -87.647995608)"
2/3/12,"(41.740918989, -87.631967753)"
3/4/12,"(41.698906039, -87.62567216)"
3/11/12,"(41.897305479, -87.75320814)"
2/1/12,"(41.704370559, -87.637902149)"
2/7/12,"(41.843384385, -87.715978935)"
1/6/12,"(41.897776061, -87.71151043)"
3/12/12,"(41.905693521, -87.716661083)"
1/3/12,"(41.930452559, -87.636635217)"
2/5/12,"(41.914884514, -87.682455046)"
1/3/12,"(41.810346885, -87.612907097)"
4/5/12,"(41.910174179, -87.77273923)"
1/6/12,"(41.915752027, -87.688350567)"
3/3/12,"(41.983649153, -87.658712242)"
1/9/12,"(41.966080921, -87.688828607)"
1/1/12,"(41.968969889, -87.663305519)"
2/5/12,"(41.836315211, -87.71701198)"
4/6/12,"(41.768033344, -87.570899087)"
3/11/12,"(41.715830899, -87.640635541)"
3/12/12,"(41.984438243, -87.656636831)"
3/8/12,"(41.858291269, -87.707873516)"
2/4/12,"(41.861940229, -87.728715248)"
3/7/12,"(41.759327126, -87.586154041)"
1/6/12,"(41.729706654, -87.647579047)"
4/8/12,"(41.814588112, -87.704230701)"
4/7/12,"(41.961201511, -87.748772005)"
2/1/12,"(41.87178962, -87.633564301)"
3/5/12,"(41.751649411, -87.664679854)"
2/2/12,"(41.747108834, -87.608759086)"
2/11/12,"(41.907305135, -87.695694734)"
4/9/12,"(41.73298281, -87.605983251)"
3/8/12,"(41.830978693, -87.606001383)"
3/9/12,"(41.827448726, -87.618985837)"
2/10/12,"(41.964744922, -87.714849143)"
3/1/12,"(41.878402185, -87.641085841)"
3/9/12,"(41.905524687, -87.672973184)"
1/1/12,"(41.9944717, -87.730103763)"
2/4/12,"(41.800620055, -87.584412895)"
3/8/12,"(41.698597131, -87.653603661)"
3/12/12,"(41.924612391, -87.762320161)"
3/5/12,"(41.968235322, -87.728715018)"
4/1/12,"(41.759862994, -87.610286968)"
1/4/12,"(41.878211232, -87.75761467)"
2/10/12,"(41.887216061, -87.765521526)"
2/9/12,"(41.838091024, -87.70240425)"
2/8/12,"(41.696776756, -87.653454394)"
4/9/12,"(41.790974278, -87.598063719)"
3/12/12,"(41.917233894, -87.720925992)"
1/8/12,"(41.945908442, -87.797220052)"
2/9/12,"(41.751648224, -87.572716504)"
3/10/12,"(41.93968235, -87.669691498)"
3/4/12,"(41.744137568, -87.727916271)"
4/3/12,"(41.909798633, -87.652036281)"
4/9/12,"(41.691875818, -87.611671292)"
1/7/12,"(41.80462016, -87.684368169)"
2/7/12,"(41.798326403, -87.689045285)"
2/7/12,"(41.923237855, -87.70560443)"
3/2/12,"(41.78384739, -87.674025229)"
4/2/12,"(41.94572563, -87.702895322)"
1/11/12,"(41.968288338, -87.723691521)"
4/10/12,"(41.892889121, -87.768446276)"
3/1/12,"(41.942679049, -87.668745178)"
2/12/12,"(41.803431637, -87.643815303)"
1/1/12,"(41.935395929, -87.652359306)"
2/7/12,"(41.751713043, -87.648920717)"
2/5/12,"(41.77543953, -87.633314847)"
2/11/12,"(41.691854238, -87.538125907)"
1/3/12,"(41.940594418, -87.649286363)"
1/7/12,"(41.772968995, -87.696895014)"
1/11/12,"(41.733244714, -87.547001979)"
1/8/12,"(41.768132236, -87.661480855)"
2/8/12,"(41.79594796, -87.620876013)"
3/2/12,"(41.904801829, -87.716184761)"
1/11/12,"(41.904370109, -87.631460067)"
3/7/12,"(41.792647007, -87.594868904)"
4/6/12,"(41.863580239, -87.694554444)"
1/2/12,"(41.883668321, -87.755186031)"
2/4/12,"(41.795004089, -87.660969249)"
2/5/12,"(41.78789985, -87.781641789)"
2/10/12,"(41.980976837, -87.906516196)"
4/2/12,"(41.872845977, -87.699217017)"
3/4/12,"(41.880420133, -87.651331272)"
1/7/12,"(41.758230922, -87.563930441)"
3/7/12,"(41.791215677, -87.675438535)"
3/5/12,"(41.779743747, -87.645319351)"
3/12/12,"(41.877494027, -87.674712257)"
4/5/12,"(41.97594142, -87.769779743)"
3/7/12,"(41.996334678, -87.66465928)"
3/2/12,"(41.864217865, -87.702173146)"
1/9/12,"(41.753624373, -87.647756972)"
2/8/12,"(41.943758523, -87.73215158)"
4/8/12,"(41.870740921, -87.72349948)"
3/3/12,"(41.866532307, -87.693926634)"
3/9/12,"(41.801060924, -87.689751408)"
2/10/12,"(41.749799891, -87.667066415)"
1/8/12,"(41.799773686, -87.730700968)"
2/3/12,"(41.758277853, -87.62233006)"
4/5/12,"(41.895429205, -87.719573333)"
2/6/12,"(41.751950886, -87.549962058)"
1/4/12,"(41.816455303, -87.598557379)"
1/12/12,"(41.885018149, -87.766679426)"
4/5/12,"(41.694499512, -87.684890499)"
1/11/12,"(41.878227412, -87.626807395)"
3/2/12,"(41.881258797, -87.680420524)"
2/8/12,"(41.72910174, -87.557636261)"
2/10/12,"(41.752373253, -87.569900713)"
4/1/12,"(41.999393923, -87.699389586)"
2/1/12,"(41.944315717, -87.644262239)"
3/12/12,"(41.810325087, -87.609004486)"
1/5/12,"(41.86905549, -87.710628666)"
2/1/12,"(41.772839986, -87.575255978)"
4/1/12,"(41.967458424, -87.659655286)"
2/11/12,"(41.693840666, -87.613406835)"
2/6/12,"(41.893281677, -87.627596446)"
2/8/12,"(41.905484629, -87.715068773)"
1/9/12,"(41.88534469, -87.710000447)"
1/3/12,"(41.735563992, -87.647282257)"
2/7/12,"(41.762152705, -87.567655233)"
1/5/12,"(41.723534533, -87.625380003)"
1/3/12,"(41.732063407, -87.606407615)"
1/9/12,"(41.879811873, -87.721661659)"
4/8/12,"(41.765296227, -87.612832159)"
1/1/12,"(41.883937101, -87.683309072)"
2/10/12,"(41.705896078, -87.623486111)"
2/1/12,"(41.712255334, -87.635692906)"
1/5/12,"(41.816776477, -87.687139881)"
4/3/12,"(41.647135893, -87.544186244)"
1/11/12,"(41.878931004, -87.639585621)"
2/9/12,"(41.754168689, -87.601635756)"
2/7/12,"(41.825636211, -87.685407095)"
1/6/12,"(41.953627639, -87.779240673)"
2/8/12,"(41.887812777, -87.620546628)"
3/11/12,"(41.756959064, -87.675993764)"
1/6/12,"(41.79764165, -87.762454826)"
2/6/12,"(41.813347359, -87.633485489)"
1/11/12,"(41.668723543, -87.640943126)"
4/1/12,"(41.883627156, -87.726983152)"
4/8/12,"(41.763093539, -87.620026337)"
3/2/12,"(41.666348914, -87.622830035)"
1/7/12,"(41.884468279, -87.650472962)"
1/6/12,"(41.758051639, -87.636018116)"
2/12/12,"(41.856112202, -87.631844813)"
4/8/12,"(41.759290381, -87.618331156)"
2/1/12,"(41.910049472, -87.712236304)"
2/6/12,"(41.765076643, -87.652422238)"
4/5/12,"(41.915926327, -87.732625959)"
4/3/12,"(41.770907672, -87.575205413)"
2/10/12,"(41.903113054, -87.643199348)"
2/6/12,"(41.756802852, -87.601147704)"
4/5/12,"(41.74502225, -87.715731202)"
3/1/12,"(41.898650538, -87.748953467)"
4/8/12,"(41.765763563, -87.586317625)"
3/5/12,"(41.964235418, -87.654773202)"
1/4/12,"(41.864137869, -87.705602815)"
1/11/12,"(41.777781074, -87.703109392)"
1/2/12,"(41.721305001, -87.655686763)"
1/9/12,"(41.930664021, -87.706160048)"
1/3/12,"(41.689898738, -87.645951694)"
4/1/12,"(41.691497257, -87.63750627)"
1/8/12,"(41.894156623, -87.673200488)"
4/4/12,"(41.955934498, -87.682313252)"
3/9/12,"(41.794748711, -87.687731583)"
4/3/12,"(41.887308887, -87.681699387)"
3/1/12,"(41.753340173, -87.66190267)"
4/4/12,"(41.884671991, -87.726326938)"
4/6/12,"(41.758361509, -87.617681742)"
3/11/12,"(41.844767662, -87.729431137)"
4/4/12,"(41.734995437, -87.545778898)"
2/7/12,"(41.902685579, -87.667473996)"
2/1/12,"(41.972451749, -87.652950271)"
3/8/12,"(41.87786538, -87.757599414)"
4/7/12,"(41.866202226, -87.723039647)"
2/4/12,"(41.769765357, -87.661526133)"
2/3/12,"(41.89445275, -87.715061321)"
1/1/12,"(41.89569892, -87.691112446)"
3/1/12,"(41.75305427, -87.566257132)"
3/7/12,"(41.677044553, -87.641882552)"
1/9/12,"(41.879783007, -87.773012281)"
1/11/12,"(41.875889809, -87.710837717)"
3/1/12,"(41.869992943, -87.711441988)"
3/8/12,"(41.756920236, -87.589092011)"
4/9/12,"(41.894898468, -87.759701652)"
3/5/12,"(41.933486595, -87.711483422)"
4/4/12,"(41.989025495, -87.663477787)"
3/5/12,"(41.902010439, -87.695009072)"
2/4/12,"(41.744422794, -87.546678721)"
2/3/12,"(41.840680655, -87.623264503)"
2/5/12,"(41.691277987, -87.604348002)"
2/6/12,"(41.749619013, -87.669479621)"
2/4/12,"(41.831086093, -87.618739917)"
2/7/12,"(41.909304522, -87.771670424)"
1/4/12,"(41.909698597, -87.638547207)"
3/2/12,"(41.74415536, -87.653566743)"
2/11/12,"(41.875041173, -87.743466273)"
1/5/12,"(41.962324098, -87.684443267)"
3/9/12,"(41.752793661, -87.565039851)"
2/11/12,"(41.822982159, -87.632529411)"
4/1/12,"(41.936335635, -87.650710119)"
3/2/12,"(41.875232942, -87.6276188)"
4/5/12,"(41.873517205, -87.701005851)"
3/2/12,"(41.871706, -87.696041325)"
1/8/12,"(41.945643679, -87.807018436)"
3/4/12,"(41.778680286, -87.670279872)"
3/7/12,"(41.758479779, -87.611145478)"
2/9/12,"(41.880366516, -87.6243529)"
3/7/12,"(41.874850606, -87.735272577)"
1/11/12,"(41.773109884, -87.586294711)"
2/12/12,"(41.691751579, -87.685225652)"
2/12/12,"(41.913631929, -87.764372623)"
3/5/12,"(41.882093928, -87.635313686)"
4/8/12,"(41.880081938, -87.672339218)"
2/8/12,"(41.942848288, -87.769086168)"
2/5/12,"(41.735705362, -87.669480032)"
1/11/12,"(41.901677623, -87.696849052)"
1/6/12,"(41.882994123, -87.655949303)"
2/6/12,"(41.869429684, -87.738245611)"
3/12/12,"(41.944455668, -87.766708463)"
4/7/12,"(41.946076436, -87.655609079)"
1/12/12,"(41.815669029, -87.701670578)"
4/8/12,"(41.817274206, -87.634352524)"
3/3/12,"(41.789459579, -87.685137143)"
2/8/12,"(41.706070186, -87.653645803)"
4/5/12,"(41.67736022, -87.641893815)"
1/12/12,"(41.797980847, -87.617684868)"
1/8/12,"(41.87963019, -87.736682152)"
2/5/12,"(41.841640365, -87.654451611)"
2/1/12,"(41.932090033, -87.698490899)"
3/12/12,"(41.696963972, -87.646173059)"
1/11/12,"(41.784579667, -87.693850559)"
3/7/12,"(41.869137185, -87.744856967)"
1/5/12,"(41.957252916, -87.778139401)"
1/10/12,"(41.73858778, -87.563604366)"
3/6/12,"(41.775004068, -87.601743597)"
2/10/12,"(41.777876606, -87.77067026)"
2/7/12,"(41.653001865, -87.548384876)"
3/5/12,"(41.84604333, -87.727268434)"
4/6/12,"(41.880802263, -87.773245737)"
4/2/12,"(41.881944424, -87.634195294)"
2/10/12,"(41.933868431, -87.745416308)"
3/12/12,"(41.89831864, -87.675897783)"
2/11/12,"(41.800532811, -87.665972666)"
1/6/12,"(41.801342171, -87.744216032)"
3/10/12,"(41.733088802, -87.552711915)"
3/2/12,"(41.812928214, -87.691895935)"
1/10/12,"(41.861984469, -87.706761906)"
2/8/12,"(41.741949408, -87.617054222)"
1/4/12,"(41.691282058, -87.719676191)"
1/8/12,"(41.768762371, -87.618559567)"
4/10/12,"(41.808803617, -87.611438845)"
4/4/12,"(41.777189883, -87.759992894)"
1/6/12,"(41.956272914, -87.64574741)"
4/2/12,"(41.769182968, -87.6257691)"
3/12/12,"(41.726965553, -87.60095907)"
1/6/12,"(41.857895325, -87.660167712)"
3/6/12,"(41.978740919, -87.680745981)"
3/7/12,"(41.88106593, -87.632339422)"
2/7/12,"(41.843722707, -87.657149075)"
1/5/12,"(41.786299764, -87.700187917)"
1/5/12,"(41.886866288, -87.736589119)"
4/1/12,"(41.896343018, -87.624279065)"
2/1/12,"(41.775011935, -87.680960316)"
1/9/12,"(41.763767768, -87.690560416)"
2/1/12,"(41.750528037, -87.741411957)"
4/9/12,"(41.926095036, -87.777009555)"
4/3/12,"(41.794241476, -87.650320383)"
3/6/12,"(41.694743869, -87.652175962)"
1/4/12,"(41.722417472, -87.536111777)"
2/8/12,"(41.885487535, -87.726422045)"
1/8/12,"(41.900040745, -87.721343753)"
3/7/12,"(41.853810195, -87.691513315)"
4/10/12,"(41.754544993, -87.56265143)"
2/1/12,"(41.793959379, -87.800860851)"
3/1/12,"(41.794372762, -87.580433389)"
2/2/12,"(41.965932363, -87.656806969)"
4/9/12,"(41.939153031, -87.746874717)"
2/6/12,"(41.819108491, -87.632733067)"
1/8/12,"(41.694002809, -87.618278457)"
3/3/12,"(41.839973631, -87.730514768)"
1/1/12,"(41.709914846, -87.669584301)"
1/3/12,"(41.766469274, -87.722453549)"
3/12/12,"(41.746673051, -87.626917781)"
4/2/12,"(41.887616508, -87.68029703)"
4/6/12,"(41.883489121, -87.749058592)"
3/3/12,"(41.71472412, -87.552344491)"
1/1/12,"(41.714826411, -87.535278943)"
3/8/12,"(41.810207067, -87.687697435)"
1/11/12,"(41.812589157, -87.70905565)"
2/3/12,"(41.786260335, -87.665596361)"
4/2/12,"(41.785308691, -87.606037464)"
4/6/12,"(41.888165132, -87.622937212)"
3/8/12,"(41.866308306, -87.772928034)"
1/8/12,"(41.882364625, -87.667971455)"
3/1/12,"(41.885740288, -87.631590568)"
3/5/12,"(41.898175518, -87.643546363)"
3/5/12,"(41.899410159, -87.624131266)"
3/12/12,"(41.945994466, -87.803335995)"
3/10/12,"(41.924813371, -87.696692643)"
2/6/12,"(41.907080131, -87.724002367)"
3/2/12,"(41.706267651, -87.660151417)"
3/7/12,"(41.894934592, -87.638541967)"
2/11/12,"(41.805902172, -87.656387873)"
4/10/12,"(41.795191528, -87.588157998)"
3/1/12,"(41.658360833, -87.539884763)"
4/7/12,"(41.686539158, -87.63494204)"
4/4/12,"(41.671752504, -87.627280006)"
3/6/12,"(41.876552729, -87.763471539)"
3/11/12,"(41.971562096, -87.758793662)"
3/1/12,"(41.779121068, -87.656918917)"
3/4/12,"(41.954802694, -87.679207203)"
3/6/12,"(41.771737057, -87.698428543)"
2/9/12,"(41.783557051, -87.732678801)"
3/12/12,"(41.858966525, -87.715509718)"
4/1/12,"(41.998102226, -87.668488871)"
3/5/12,"(41.871729409, -87.716921564)"
1/6/12,"(41.885312381, -87.667573631)"
4/4/12,"(41.868713924, -87.683646889)"
2/5/12,"(41.887116764, -87.64867829)"
4/3/12,"(41.956774392, -87.649764097)"
3/1/12,"(41.780823998, -87.636050098)"
1/5/12,"(41.791624657, -87.675452689)"
2/11/12,"(41.786053236, -87.648595941)"
1/2/12,"(41.878638996, -87.627691486)"
4/10/12,"(41.864278658, -87.659733638)"
3/8/12,"(41.759740916, -87.708292632)"
2/2/12,"(41.890013524, -87.631664996)"
3/5/12,"(41.939355367, -87.704226118)"
1/12/12,"(41.885392221, -87.706632397)"
3/6/12,"(41.931994735, -87.766271177)"
2/10/12,"(41.953900467, -87.907472601)"
3/5/12,"(41.780946398, -87.621995369)"
1/12/12,"(41.774319025, -87.605795029)"
4/9/12,"(41.709104406, -87.53407889)"
1/6/12,"(41.932708981, -87.649528656)"
2/1/12,"(41.691873402, -87.633917743)"
2/10/12,"(41.798754356, -87.65377487)"
4/7/12,"(41.799741355, -87.648072487)"
4/7/12,"(41.93830385, -87.654052144)"
4/8/12,"(41.882539542, -87.627850543)"
3/8/12,"(41.890046473, -87.756380901)"
1/1/12,"(42.017759407, -87.670963196)"
4/5/12,"(41.965526323, -87.725508552)"
3/2/12,"(41.706210169, -87.626804247)"
2/12/12,"(41.850060897, -87.68068649)"
3/10/12,"(41.74355527, -87.630905732)"
3/7/12,"(41.879890416, -87.630832031)"
2/5/12,"(41.953916593, -87.708321746)"
1/7/12,"(41.778671235, -87.640835937)"
2/2/12,"(41.886862231, -87.736864593)"
3/11/12,"(41.764703269, -87.662191081)"
1/3/12,"(41.894027788, -87.749208636)"
1/1/12,"(41.819468019, -87.608413534)"
3/3/12,"(41.736993626, -87.545827764)"
4/1/12,"(41.810636362, -87.745686165)"
4/7/12,"(41.961584145, -87.669732678)"
4/8/12,"(41.76217303, -87.685620765)"
3/6/12,"(41.765141363, -87.648536096)"
1/6/12,"(41.941764624, -87.686904924)"
4/5/12,"(41.705717816, -87.702546548)"
3/7/12,"(41.785477594, -87.700889011)"
2/12/12,"(41.704527178, -87.634315286)"
3/6/12,"(41.906330258, -87.720776732)"
1/2/12,"(41.703773632, -87.56445552)"
1/5/12,"(41.735931109, -87.653642482)"
1/3/12,"(41.884694208, -87.754005299)"
3/8/12,"(41.865471501, -87.72393137)"
4/8/12,"(41.894317667, -87.745782842)"
1/7/12,"(41.750741553, -87.625814076)"
1/9/12,"(41.795065354, -87.665827691)"
1/6/12,"(41.746452147, -87.629379055)"
4/6/12,"(41.987504778, -87.693221412)"
1/5/12,"(41.836385231, -87.66571041)"
4/5/12,"(41.894506426, -87.707744348)"
2/11/12,"(41.762485013, -87.578892965)"
2/2/12,"(41.804895733, -87.743090475)"
1/4/12,"(41.894127803, -87.713834034)"
3/10/12,"(41.750971973, -87.580039254)"
3/5/12,"(41.764971149, -87.561511321)"
2/12/12,"(41.720780568, -87.632311326)"
3/5/12,"(41.827213381, -87.637421826)"
3/9/12,"(41.711841656, -87.600533786)"
3/6/12,"(41.934839728, -87.772820975)"
4/4/12,"(41.730554256, -87.585066112)"
1/6/12,"(41.706461608, -87.652546686)"
2/11/12,"(41.784111527, -87.688652292)"
1/6/12,"(41.881836603, -87.709322139)"
3/2/12,"(41.917857733, -87.731476174)"
3/1/12,"(41.764581624, -87.561127448)"
4/8/12,"(41.815630302, -87.621380589)"
3/1/12,"(41.907667159, -87.757456624)"
1/1/12,"(41.732645384, -87.563459161)"
2/1/12,"(41.777838294, -87.615566126)"
4/5/12,"(41.833139425, -87.615319213)"
1/6/12,"(41.793115777, -87.733271651)"
3/9/12,"(41.883091425, -87.748562787)"
3/6/12,"(41.858673854, -87.738565593)"
2/3/12,"(41.823835404, -87.616923741)"
4/5/12,"(41.904765246, -87.6954298)"
3/7/12,"(41.864351883, -87.724455969)"
3/6/12,"(41.938476526, -87.774090236)"
4/6/12,"(41.877625954, -87.750393514)"
2/2/12,"(41.706875037, -87.628265515)"
1/1/12,"(41.746409517, -87.642703493)"
4/4/12,"(41.935828488, -87.765175057)"
3/8/12,"(42.002478396, -87.66929687)"
3/9/12,"(41.814162811, -87.603994347)"
3/3/12,"(41.883500187, -87.627876698)"
1/4/12,"(41.875132462, -87.736173215)"
1/3/12,"(41.826758313, -87.632535927)"
1/1/12,"(41.880990522, -87.70463737)"
4/7/12,"(41.758054116, -87.635974108)"
1/12/12,"(42.019374665, -87.671730293)"
3/10/12,"(41.750053694, -87.555892554)"
1/3/12,"(41.75702248, -87.558073456)"
3/4/12,"(41.800291686, -87.668403073)"
2/4/12,"(41.790484547, -87.657745543)"
3/12/12,"(41.755759766, -87.636860218)"
2/7/12,"(41.902365801, -87.716854733)"
1/12/12,"(41.76160221, -87.606701086)"
2/1/12,"(41.676735364, -87.620471921)"
1/9/12,"(41.801852528, -87.630045663)"
4/10/12,"(41.746140855, -87.652406156)"
2/5/12,"(41.8508105, -87.685608239)"
1/8/12,"(41.980722311, -87.670699883)"
2/12/12,"(41.877613062, -87.647233851)"
2/11/12,"(41.89061114, -87.757892644)"
3/12/12,"(41.778490327, -87.683623452)"
3/8/12,"(41.87924295, -87.697255331)"
3/4/12,"(41.985230877, -87.717490419)"
3/4/12,"(41.816524477, -87.623967949)"
2/2/12,"(41.974346865, -87.718419045)"
3/1/12,"(41.746140855, -87.652406156)"
1/11/12,"(41.80966306, -87.711457301)"
1/4/12,"(41.770128396, -87.615377145)"
3/9/12,"(41.953436358, -87.746273229)"
3/8/12,"(41.945224917, -87.750436092)"
2/10/12,"(41.745218198, -87.643112014)"
4/1/12,"(41.7759329, -87.605831782)"
3/7/12,"(41.707519433, -87.601839023)"
2/11/12,"(42.017233312, -87.681647931)"
1/11/12,"(41.900915541, -87.718146987)"
1/5/12,"(41.999361685, -87.66799382)"
4/7/12,"(41.893815071, -87.773723397)"
3/8/12,"(41.902085462, -87.641168032)"
1/9/12,"(41.830373381, -87.676806309)"
4/3/12,"(41.883705962, -87.749067634)"
1/2/12,"(41.898871784, -87.734897895)"
4/2/12,"(41.922401684, -87.65229907)"
2/6/12,"(41.885384489, -87.707227401)"
1/12/12,"(41.755179375, -87.555794049)"
4/8/12,"(41.881949766, -87.647367397)"
1/1/12,"(41.769668779, -87.58886769)"
4/9/12,"(41.657312153, -87.598876128)"
1/7/12,"(41.801790103, -87.593458263)"
2/3/12,"(41.871371147, -87.627514417)"
2/4/12,"(42.002949816, -87.816424951)"
1/11/12,"(41.879783301, -87.724030421)"
2/4/12,"(41.902626035, -87.672367558)"
3/5/12,"(41.905828784, -87.688332903)"
1/8/12,"(41.893720636, -87.707068862)"
3/9/12,"(41.880751096, -87.723855981)"
4/3/12,"(41.678836153, -87.632294507)"
1/5/12,"(41.939566852, -87.724623088)"
1/4/12,"(41.874886344, -87.751850412)"
1/5/12,"(41.811454364, -87.689412617)"
4/5/12,"(41.884215578, -87.635371384)"
2/4/12,"(41.880555964, -87.64192187)"
2/7/12,"(41.696412344, -87.540079983)"
4/9/12,"(41.697169828, -87.646178191)"
2/12/12,"(41.763127087, -87.609158031)"
1/4/12,"(41.894478537, -87.716284154)"
3/10/12,"(41.895675136, -87.628569146)"
4/10/12,"(41.825642379, -87.617564012)"
2/2/12,"(41.774495045, -87.696934918)"
1/1/12,"(41.965839588, -87.663919288)"
2/9/12,"(41.786158718, -87.709015118)"
2/7/12,"(41.770183365, -87.620237396)"
2/1/12,"(41.72991452, -87.660457782)"
2/9/12,"(41.711755162, -87.621260784)"
1/9/12,"(41.808274761, -87.69450995)"
3/8/12,"(41.751457646, -87.552892516)"
3/3/12,"(41.918632498, -87.707012733)"
3/9/12,"(41.941785941, -87.722370873)"
2/3/12,"(41.952587436, -87.771867759)"
2/2/12,"(41.704841153, -87.602729974)"
1/4/12,"(41.889997691, -87.656459267)"
3/8/12,"(41.760575615, -87.587818247)"
2/9/12,"(41.756453516, -87.622430827)"
4/8/12,"(41.925301302, -87.712125142)"
4/6/12,"(41.876351148, -87.666880865)"
1/8/12,"(41.895239896, -87.745814792)"
3/1/12,"(41.945075847, -87.757877318)"
3/8/12,"(42.0160421, -87.668684758)"
1/7/12,"(41.976851852, -87.654999693)"
3/8/12,"(41.77514011, -87.590017895)"
4/4/12,"(41.879134117, -87.71094944)"
2/3/12,"(41.754313657, -87.640969555)"
3/6/12,"(41.886987874, -87.751729667)"
4/7/12,"(41.74719631, -87.602638387)"
1/8/12,"(41.947769384, -87.656965961)"
2/4/12,"(41.740990358, -87.63197064)"
3/9/12,"(41.686405557, -87.633731677)"
1/1/12,"(41.881787077, -87.646777915)"
2/10/12,"(41.808389342, -87.687517615)"
3/12/12,"(41.737414412, -87.54876843)"
1/2/12,"(41.706332184, -87.642813969)"
1/2/12,"(41.7357354, -87.667083562)"
3/8/12,"(41.741341671, -87.614657281)"
2/10/12,"(41.956578128, -87.651832375)"
2/8/12,"(41.914282447, -87.772207283)"
3/10/12,"(41.882470918, -87.627847625)"
2/4/12,"(41.801458486, -87.654410134)"
2/8/12,"(41.783027061, -87.613264336)"
2/5/12,"(41.966827086, -87.770731546)"
3/3/12,"(41.891877604, -87.745698694)"
1/10/12,"(41.669840371, -87.636835493)"
2/7/12,"(41.786701871, -87.636437419)"
3/7/12,"(41.884769738, -87.615751308)"
2/11/12,"(41.954129576, -87.68051551)"
1/6/12,"(41.82382333, -87.617628299)"
3/7/12,"(41.736824491, -87.592185586)"
2/8/12,"(41.806238699, -87.657613066)"
1/1/12,"(41.749141151, -87.554060268)"
1/9/12,"(41.769848355, -87.648163447)"
1/1/12,"(42.021173994, -87.673489176)"
2/11/12,"(41.780019526, -87.701947232)"
3/8/12,"(41.662741893, -87.640202075)"
3/4/12,"(41.755967254, -87.653170904)"
4/4/12,"(41.954775427, -87.730889996)"
4/2/12,"(41.750437407, -87.657810145)"
4/8/12,"(41.710136368, -87.608152623)"
2/1/12,"(41.901133376, -87.629904979)"
2/3/12,"(41.74580301, -87.604493725)"
2/8/12,"(41.765452556, -87.628746189)"
2/7/12,"(41.771640087, -87.575574375)"
3/2/12,"(41.891581539, -87.634538286)"
4/7/12,"(41.921874185, -87.695681982)"
